filename,tokencount,nercount,names,freq
a5100024f7a7c0eba541c6460e641003.txt,3354,73,"['Bridhe', 'Granny', 'Jamie', 'Patrick', 'James Turner', 'New York', 'Bridhe Donnoghue', 'Donnoghues', 'Gaelic', 'Ireland', 'Irishwoman', 'Larry', 'Thomas', 'Thomas Stanley', 'Tooheys', 'Antrim', 'Aunt Hannah', 'BRIDHE', 'Barrett', 'County', 'DONNOGHUE', 'Fifth Avenue', 'Greenvale', 'Greenvale Art', 'Greenvale Art Industries', 'Hannah', 'Irish', 'Ishould', 'Johnny', 'Laddy', 'Lord', 'Luck', 'Mary Ellen', 'Mr. Patrick', 'North', 'Parkhouse', 'Patrick Toohey', 'Road With', 'Ruth Sawyer PART VI', 'Stanley', 'Turner']","[11, 4, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0ae4c62e6cb2f05cc6cf6938df4d50c0.txt,4290,82,"['Yoshigawa', 'Fair Shirosei', 'Daimio Yoshigawa', 'Yamabashi', 'Inari', 'Miss', 'Miss Phyllis', 'Newington', 'Phyllis', 'Goddess', 'Joe', 'Kawamura', 'Nippon', 'Bid Lakes', 'Board', 'Cleveland', 'Cornish', 'Detroit Miss Phyllis', 'Detroit River', 'Fair', 'Godlike', 'Gods', 'Joe Bunker', 'Joes', 'Lady Shirosei', 'Lovers', 'Mikado', 'Milwaukee', 'Miss Newington', 'Miss Perkins', 'Mr. Algy Van Norton', 'Reborn', 'Tenno Dai Jin', 'Tokaido', 'United States', 'Yedo', 'f2L']","[11, 10, 6, 6, 5, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
a79d5df24d43cccc4db71bcdd7fc940e.txt,1412,25,"['Cyrus', 'Phoebe', 'Sally', 'Jimmy Johnson', 'Joe Donnovan', 'Johnston', 'Kinney Homestead', 'Love Story', 'MacDuffy', 'Miss Phoebe', 'Phoebe Packard']","[9, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
ee6b60d1daab76753c241fa7af217e00.txt,3224,63,"['Sylvia', 'Tom', 'Sylvia Shaw', 'Belknap', 'Dad', 'Farmers', 'Legacy', 'Shaw', 'Tom Belknap', 'Uncle Sam', 'Dorothy Donnell Calhoun', 'EDIT', 'FAMILY', 'Farm', 'Farm Bureau', 'God', 'John', 'John Shaw', 'Julie', 'Julie Flemming', 'Life', 'Mr. Randall', 'Peter Belknap', 'SYLVIA', 'THINK', 'TOM', 'Uncle Henry', 'Youth', 'aSn', 'mean1', 'ruTION', 'truer_ First']","[17, 7, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
b5e80a4c3b84c620e21281296907070f.txt,4036,63,"['Bridhe', 'Irishwoman', 'James Turner', 'Bridhe Donnoghue', 'Grandma', 'Grandma Petrie', 'Muriel', 'Norma Cheston', 'Williams', 'Avenue', 'Barrett', 'Bible', 'Bobby Tolliver', 'Coffee', 'Dad', 'Daggett', 'Dan', 'James', 'Johnny', 'Kerry Dancers', 'Larry', 'Luck', 'Mary Ellen', 'Miss', 'Miss Muriel Daggett', 'Mr.', 'PARKHOUSE', 'RUTH', 'Road Part', 'SAWYER Illustration', 'Simon Peter', 'Slowly Bridhe', 'Stanley', 'Sweet Williams', 'Sweet Williams By Winntfred J. Mott', 'TTIE', 'Tlwse', 'Turner']","[15, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
99c56e3374ac37b1ff07c096f3a91de4.txt,2515,59,"['Ogilvie', 'Lass', 'Sally', 'Coverly', 'Frenchman', 'Friend', 'Friend Ogilvie', 'Miss Sally', 'Monsieur', 'Pardon', 'Peggy', 'American', 'Aunt Jeanie', 'Bible', 'Campbell', 'Captain', 'Evilone', 'Friend Coverly', 'Friend Landlord', 'General', 'General Washington', 'George Washing', 'Hath', 'Hutchinson', 'Jeanie', 'LASS AT', 'Mills', 'PEDDLER', 'Philadelphia', 'Quaker', 'Seton', 'Tarn Ogilvie', 'Thomas Ogilvie', 'Tommas', 'Trenton', 'Uncle', 'Uncle Tom', 'Washington', 'White Horse']","[6, 4, 4, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
e5c370dd371685b20c1ff4846a3bbe55.txt,1339,24,"['Aunt Abbie', 'Storm', 'Colin', 'Gunhild', 'Abigail B. And', 'Arne', 'Aunt', 'Belfast', 'Colin French', 'Coombs', 'Elijah Duck', 'Farmers', 'Frenchman', 'Gamle Moer', 'Haddock', 'HilltYieri', 'Joseph Bardeau', 'Niels']","[3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
34d080ea2869c365d6f8339f74718374.txt,669,11,"['Pessimist', 'Barney', 'Cousin Alf', 'Crissy', 'Indian Butte', 'Minnesota Bill', 'Rabbit Butte', 'Rowdy', 'Soddy', 'Wilson Ranch']","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3ac32a9f6e4c68b4652e3b96ebc51635.txt,622,11,"['Tilly', 'Aunt Abbie Duck', 'Belfast', 'Calumet Double', 'DUCK', 'Enos', 'Enos French', 'Harvey Tinker', 'SOUP']","[3, 1, 1, 1, 1, 1, 1, 1, 1]"
85293ce50327f6b61dc6e26d886d16b0.txt,873,14,"['John', 'Estelline', 'Johnnie', 'Anger', 'Easter', 'Poison Plant', 'Spot']","[5, 3, 2, 1, 1, 1, 1]"
93a9b3a4f0b68bd75b90fb01871eea4f.txt,1656,26,"['Claire', 'Robinson Crusoe', 'Daddy', 'Father', 'Barton', 'CONTINUKD', 'Cousin Jess', 'Sister', 'Stanton', 'Ted', 'Teddy', 'Young', 'buildin1']","[10, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2e7c722956f7fe3fce4c071f0cb10b5e.txt,1239,38,"['Gertrude', 'Aunt Sarah', 'Uncle Sammy', 'John', 'Cherry', 'CONTINDBD', 'Cherry Hill', 'Cracky Bob', 'Dearie', 'Hadleys', 'Jialf', 'New York', 'Polly', 'Sammy', 'Uncle', 'VALLEY']","[9, 7, 5, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
e8c46bc142d4805193b67ded6566151c.txt,2733,28,"['LIE', 'AiigUst', 'Beside Their Humble', 'Brought', 'CHINA', 'China', 'DIAMOND', 'FREDERICK', 'Found Its Home', 'Hf', 'Hudson River', 'James Justin', 'LUCKY AND BE', 'Land', 'Long Island', 'MULCAHAY', 'Miss Elsie Van Der Voort', 'New', 'New York', 'ROW OF', 'Vivid Scarlet', 'WILSON', 'West', 'YEARS', 'cosnstnsD', 'girlJ', 'rJi']","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
7ba32df7f52457787509ff11b47e3c0f.txt,623,12,"['Jimmy', 'Molly Hen', 'Corn Stalks', 'Farmer', 'GRUNT', 'Giant Forest', 'Molly', 'Mr. Gobbler', 'Runty', 'TRUE']","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
82cf31dc71de361070b96e3f826ef3a5.txt,1541,9,"['Dicky', 'Margie', 'Baby Flower', 'God', 'JDELLA', 'Life For Little', 'THOMPSON LUTES']","[2, 2, 1, 1, 1, 1, 1]"
ecf944708003fbcb70038f3de07b6a97.txt,1618,31,"['Irma', 'Pa', 'Frank', 'Illinois', 'Jimmy', 'Kansas', 'Knox', 'Baby', 'Douglas', 'GR1FFEE', 'Galesburg', 'Great', 'Hired Man', 'Jean', 'Knox College', 'Land', 'MAT', 'Ma', 'Palooked', 'ROBIHSOn Author', 'Toward', 'West']","[3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2372d2fc68950456671d13c6f87a780b.txt,427,13,"['Bethlehem', 'Christmas', 'Christmas Tree', 'Clyde Hudson', 'Father', 'Flay Equipment', 'Homemade Toys', 'Joey', 'Mother', 'Night Before', 'North', 'Santa', 'School']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
e5efb7a7a5cb5d50390fca3c3488a3c6.txt,2389,41,"['Betsy', 'Martha', 'Alice', 'Benton', 'Betsy Linnell', 'Benton Read', 'Cape Cod', 'Captain', 'FRIENDSHIP IS', 'HOMESPUN', 'JEANETTE', 'New Meaning Into An Old Friendship', 'reassuring7']","[17, 10, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
